0.669222619,neurodebian,",software,debian,ubuntu,neurodebian,neuroscience,research,derivatives",",search,arch",",feature,topic,discipline,structure,distribution,distribution,financial instrument,linux distribution,linux distribution,industry,field,item,service",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.045464055,sonarqube,",open,source,platform,code,sonarqube,continuous,inspection,quality",",open,source",",information,factor,drive mode,service,structure,ink jet printer,activity,product,datum,word,issue,term,task",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.66622122,Senzing Package Installer,",api,volumes,install,senzing,mounted",",volume,mount,secure",",factor,parameter,web page,product,game,game feature,cricket club,information,applicationspecific word,word,service,word,international standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.162975815,ibmjava,",edition,sdk,ibmÃ¢Â®,javaÃ¢â€žÂ?technology",",mage,ci",",class,information,component,factor,topic,topic,p6 product,area,industry,sector,advanced topic,character,word",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.554859088,.NET Core,",core,net,aspnet",\N,",equipment,component,solution concept,item,fabric,term,element,material,damage,incidental residue,reactor energy exchange surface,hepatitis c virus protein,hcv structural protein,cyclone standard library,type of fishing equipment,unsustainable and unselective fishing gear,generic domain extension,car barrier,ingested debris,extension",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.573512085,cassandra,",opensource,storage,apache,distributed,cassandra",",open,source",",web server,nosql database,technology,technology,ome vendor,package,instance,software,topic,resource,factor,issue,system",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.083682631,.NET Core Runtime Dependencies (Preview),",core,net,runtime,preview,dependencies",\N,",computational cost,equipment,issue,component,feature,solution concept,item,fabric,term,factor,factor,task characteristic estimation,information",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.696834496,Oryx python-3.7,",host,built,web,artifacts,entry,point,python37",",web,host,artifacts,entry,point.,nodejs,os,ui,node,js",",technology,character,factor,source,source,technology,graphic organizer,graphic organizer,feature,feature,resource,field,marketing discipline",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.647965789,Oryx images,",base,build,product,family,runtime,oryx",",mage,ci",",class,factor,token element,animal,computational cost,information,topic,specie,institution,factor,task characteristic estimation,datum,mass spectrometry technique",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.511792001,gcc,",gnu,compiler,collection,compiling,supports,languages",",programming,language",",factor,factor,tool,acronym,activity,free software unix variant,issue,development tool,area,skill,service,service,information",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.762630407,Hpcpack Hpcacm,",azure,cluster,management,clusters,hpc",",cluster,clusters",",object,object,object,system,system,system,factor,service,memory dependant server application,cloud provider,polymer,area,issue",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.597483871,ASP.NET Core Runtime (Preview),",core,aspnet,runtime,preview",",mage,ci",",class,feature,token element,computational cost,component,solution concept,factor,task characteristic estimation,mass spectrometry technique,element,technical limitation,damage,information",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.000834818,rails,",opensource,ruby,web,framework,application,written,rails",",application,app",",field installed metal component,language,graphic organizer,gene,component,open source software component,factor,factor,information,information,topic,topic,topic",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.184462791,Hpc Azure Cyclecloud,",azure,tool,clusters,operating,managing,hpc,creating,cyclecloud,compute",",cluster,clusters",",object,system,item,structure,forward looking statement,object,object,system,schema object,memory dependant server application,cloud provider,technology,polymer",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.970781019,Azure Industrial OPC Historic Access microservice,",microservice,azure,industrial,contains,opc,access,historic",",os,ros",",short hand,issue,cultural resource,factor,industry,sector,service,cloud provider,character,sensor,schematic model,photosensitive material,cloud platform",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.746295078,Azure Functions Dotnet,",azure,functions,dotnet",",mage,ci",",class,topic,client driver,service,cloud provider,cloud platform,factor,cloud service,concept,programming platform,latest web technology,system requirement,latest technology",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.728384168,Oryx node-6.10,",nodejs,host,built,web,artifacts,entry,point,610",",web,host,artifacts,entry,point.,nodejs,os,ui,node,js",",word,local and national radio station,factor,source,source,technology,technology,technology,technology,graphic organizer,graphic organizer,feature,feature",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.952117741,Coral FPGA Resource Manager,",scalable,reliable,distributed,acceleration",",scalable,reliable,able",",adjective,word,word,application,application,parameter,feature,challenge,challenge,quantity,factor,feature,feature",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.210588982,mariadb,",free,gnu,mariadb,communitydeveloped,fork,mysql,intended,remain,gpl",",ai",",word,database,graphic format,rdbm,musician,acronym,metallic object,free software unix variant,utensil,object,relational database,relational database,free unix variant",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.881823077,xwiki,",enterprise,open,source,advanced,wiki,xwiki:",",pr",",tool,wiki,area,technology,service,company,organization,wiki software package,wiki engine,car rental company,activity,social medium,topic",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.555601176,Oryx node-6.9,",nodejs,host,built,web,artifacts,entry,point,69",",web,host,artifacts,entry,point.,nodejs,os,ui,node,js",",technology,word,factor,source,source,technology,technology,graphic organizer,graphic organizer,feature,feature,character,character",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.589261372,Software AG API Portal,",api,portal",",mage,ci",",class,token element,product,game,technology,applicationspecific word,application,mass spectrometry technique,tool,international standard,standard,commercial test kit,object",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.943775947,Oryx node-10.13,",nodejs,host,built,web,artifacts,entry,point,1013",",web,host,artifacts,entry,point.,nodejs,os,ui,node,js",",word,factor,source,source,technology,technology,technology,technology,graphic organizer,graphic organizer,feature,feature,character",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.166539758,Dockbix - Zabbix agent,",host,linux,support,monitoring,agent,os,dockbix,xxl,zabbix",",web,host,artifacts,entry,point.,nodejs,os,ui,node,js",",factor,factor,magazine,source,technology,technology,graphic organizer,network monitoring tool,operating system,feature,character,character,character",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.127107771,mysql,",database,opensource,management,mysql,relational,rdbms",",data,base,database",",application,database,resource,database structure,component,traditional solution,tool,factor,service,secondary source,database model,word,bundle",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.049104677,BlobCity DB,",acid,sql,blazing,fast,compliant,nosql,datalake,support,storing,17,formats,dml,stored,procedures",",data",",database event,technology,movie,hit single,song,personality type,response,film,film,incompatible,chemical,document,factor",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.645910525,eggdrop,",eggdrop,ircs,oldest,activelydeveloped,bot!",",mage,ci",",class,token element,tool,irc bot,irc bots,background daemon,system,protocol,source,ppp model,service,technology,mass spectrometry technique",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.233036818,matomo,",opensource,powerful,analytics,platform,leading,matomo",",open,source",",directional term,technology,structure,product,everyday business need,ome vendor,package,instance,software,topic,chimeran specie,digital technology,word",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.338230704,ghost,",free,open,source,platform,written,ghost,blogging,javascript",",open,source",",supernatural element,language,structure,technology,product,childlike traffic method,innocent traffic method,naive traffic method,ingenuous traffic method,unworldly traffic method,item,elevated surface,programming language",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.923254075,MMLSpark,",learning,microsoft,apache,machine,spark",",os,ros",",company,web server,short hand,topic,product,resource,chevy vehicle,technology,big datum analytic platform,constant epitope,area,factor,factor",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.734681611,Java SE JDK,",microsoft,enterprise,azul,builds,openjdk,zulu,Ã¢â‚¬â€?jdk",",os,ros",",shopping tool,airline,short hand,term,java development package,language,company,company,organization,character,sensor,schematic model,tool",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.10946306,InterSystems IRIS Data Platform,",data,sql,analytics,platform,nosql,complete,cloudbased,dbms,embedded,integration,tools",",base,based",",technology,technology,issue,structure,language,power ratio,program,approach,bundle,product,biologically active molecule,query language,term",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.684003502,Software AG Apama Correlator,",apama,correlator",",mage,ci",",class,token element,hardware,company also fund start up business,software system,high quality measuring equipment,mass spectrometry technique,critical circuit building block,program language,product,company,character,invertebrate gli homolog",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.460064713,Cisco ACI-CNI,",deep,enterprise,fabric,integration,cisco,acicni,deployments,aci",\N,",material,word,issue,issue,organization,organization,vendor,topic,topic,topic,consensus design guideline,service,service",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.563257995,powerfulseal,",kubernetes,powerful,tool,testing,clusters",",cluster,clusters",",object,system,item,structure,word,service,object,object,system,schema object,activity,technology,topic",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.485832617,telegraf,",influxdb,metrics,agent,telegraf,collecting,writing,outputs",\N,",topic,skill,activity,person,intermediary,variable,option,third party,lesson,concept store,feature,information,term",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.991795778,Service Fabric Onebox,",windows,service,cluster,run,fabric,linux,mac,machine",",mage,ci",",class,material,product,product,resource,feature,platform,platform,system,system,system,sector,opening",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.315033906,Microsoft Cognitive Toolkit (CNTK),",free,easytouse,opensource,commercialgrade,deep,learning,toolkit,microsoft",",open,source",",company,topic,resource,word,relaxation technique,soft surface,term,factor,guidance,area,condition,policy,advertising gift",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.151691731,lightstreamer,",server,messaging,optimized,realtime,internet,lightstreamer",",server",",resource,application,technology,device,device,feature,network,resource,medium,hardware,hardware,electronic device,electronic device",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.643179356,Oryx python-2.7,",host,built,web,artifacts,entry,point,python27",",web,host,artifacts,entry,point.,nodejs,os,ui,node,js",",technology,character,factor,source,source,technology,graphic organizer,graphic organizer,feature,feature,resource,field,marketing discipline",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.490550112,python,",opensource,programming,language,objectoriented,python,interpreted,interactive",",programming,language",",language,subject,subject,topic,topic,factor,factor,term,area,area,skill,area,skill",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.59999354,IBM Security Access Manager,",ibm,security,management,access,manager,solution,deploys,simplified,enterprises,defend,threat,vulnerabilities",",management,manage",",factor,factor,issue,act,language,spot on pesticide,oral fluid,word,concept,form,form,database touching command,company",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87073675,Gestalt Platform,",kubernetes,enterprise,engine,support,gestalt,grade,functionasaservice,federation,policy,ce/ee",",ai",",graphic format,component,musician,service,organization,organization,factor,factor,factor,company,prognostic factor,theory,part",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.004331867,ubuntu,",free,software,based,linux,ubuntu,debianbased,operating",",base,based",",operating system,distribution,linux distribution,industry,item,product,platform,linux distro,intangible asset,area,distro,system,system",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.322569903,sourcemage,",source,distribution,flexibility,mage,sourcebased,gnu/linux,maximum,customization",",base,based",",feature,class,descriptive statistic,service,feature,statistic,parameter,factor,factor,property,advantage,characteristic,character",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.453089233,rakudo-star,",compiler,programming,language,rakudo,perl,6",",programming,language",",subject,topic,language,factor,factor,tool,development tool,area,skill,area,skill,service,service",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.781170061,GitLab Enterprise Edition,",gitlab,unifies,issues,code,review,ci,cd,ui",",review,code,issue",",information,information,datum,word,activity,token element,term,trade union,feature,information,business inquiry,service,metal",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.043206363,notary,",server,distribution,notary,signer,cooperatively,handle,signing,repositories",",os,ros",",removable part,short hand,service,electronic source,device,professional,time sensitive information,character,sensor,schematic model,item,concept,ambiguous term",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.620015547,HPE Cloud Volumes Container Provider for Kubernetes,",cloud,kubernetes,support,volume,plugin,driver,hpe,flexvolume,provisioning,volumes,provider",",vision",",parameter,popular tool,factor,factor,stakeholder,vendor,market dynamic,service,parameter,benefit,powerful extensibility feature,sense,information",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.457419769,golang,",programming,language,golang,purpose,higherlevel,imperative",",programming,language",",factor,factor,factor,programming style,sharp programming language,open source technology,subject,subject,paradigm,programming paradigm,topic,topic,area",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.713991807,silverpeas,",opensource,portal,silverpeas,turnkey,collaborative,socialnetworking",",open,source",",contract,method,game,term,technology,ome vendor,package,instance,software,topic,context,application,tool",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.700628504,Mssql Tools,",server,containers,microsoft,sql,linux,tools,command,line,sqlcmd/bcp",",mage,ci",",company,class,system,operating system,device,language,query language,tool,resource,platform,injection flaw,hardware,electronic device",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.462208767,Auditbeat,",data,lightweight,shipper,audit",",shipper,ship,ip",",person,protocol,vehicle,feature,service,service,advantage,structure,activity,word,bundle,area,information",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.542282089,Concord,",engine,focus,continuous,concord,workflow,orchestration,strong,deployment,pipelines",",line,ip",",protocol,structure,drive mode,word,component,service instance,ink jet printer,issue,issue,issue,document physical supply chain process,setting,topic",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.112199891,pypy,",language,alternative,python,fast,compliant,implementation,pypy",",native,alt",",language,movie,enzyme,term,implementation,service,multidisciplinary management,python,issue,issue,issue,biochemical parameter,project",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.062244266,flink,",opensource,powerful,apache,distributed,framework,processing,batch,stream,flinkÃ¢Â®",",open,source",",web server,word,factor,item,surface water,activity,component,open source software component,natural feature,ome vendor,package,instance,software",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.239540416,mono,",open,source,net,framework,implementation,mono,microsofts",",os,ros",",company,short hand,service,equipment,component,open source software component,issue,character,sensor,schematic model,item,fabric,constant epitope",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.766195466,Azure Cognitive Services,",azure,cognitive,services,support",\N,",factor,service,service,factor,issue,issue,cloud provider,symptom,sector,cloud platform,topic,industry,area",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.698111371,clefos,",build,clefos",",build,ui",",field,marketing discipline,professional stage vowel value,implementation course,cosmetic bug,recentstudies,great psd files,aspect,component,case",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.370640172,irssi,",client,irc,irssi,future",",client,cli",",stakeholder,term,person,derivative,textual client,factor,traditional network management tool,basic control plane function,tool,irc client,protocol,information,source",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.977514418,azure databricks API,",api,submit,jobs,azure,databricks",\N,",button,issue,service,cloud provider,factor,vague or ambiguous word,cloud platform,action,cloud service,information,technology,local ad,resource",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91166653,Oryx node-4.5,",nodejs,host,built,web,artifacts,entry,point,45",",web,host,artifacts,entry,point.,nodejs,os,ui,node,js",",word,factor,source,source,technology,technology,technology,technology,graphic organizer,graphic organizer,feature,feature,character",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.656942759,swift,",programming,language,swift,highperformance,learn,visit,swiftorg",",programming,language",",activity,factor,program,writer,bird,subject,word,topic,area,skill,area,skill,event",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.569462236,archlinux,",linux,lightweight,arch,distribution,aimed,flexibility",",ai",",feature,graphic format,system,operating system,factor,structure,musician,property,property,advantage,advantage,platform,characteristic",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.180869458,Metricbeat,",lightweight,shipper,metrics",",shipper,ship,ip",",person,information,protocol,vehicle,topic,feature,advantage,structure,option,traditional logistic actor,information,property,special",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.828475922,containernetworking,",product,family,networking",",ai",",area,graphic format,topic,topic,musician,information,factor,factor,institution,skill,activity,datum,item",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.208011978,postfixadmin,",based,web,interface,administration,postfix,admin,mail,servers",",os,ros",",short hand,graphic organizer,apps,device,area,mail transfer agent,concept,character,sensor,schematic model,application,application,service",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.157282984,Microsoft Cognitive Toolkit (Official CNTK release),",free,easytouse,opensource,commercialgrade,deep,learning,toolkit,microsoft",",open,source",",company,topic,resource,word,relaxation technique,soft surface,term,factor,guidance,area,condition,policy,advertising gift",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.996675547,Azure Industrial OPC Twin microservice,",microservice,azure,industrial,contains,opc,twin",",os,ros",",short hand,defect,industry,sector,service,cloud provider,photosensitive material,cloud platform,birth,standard,industry standard,resolution enhancement technique,constant epitope",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.432923151,oraclelinux,",oracle,builds,linux",",build,ui",",shopping tool,company,system,operating system,field,marketing discipline,database,vendor,platform,component,component,aspect,case",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.857283174,groovy,",language,platform,apache,java,groovy,multifaceted",",platform",",web server,language,language,factor,structure,structure,product,product,issue,dynamic language,item,item,subject",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.40978731,rabbitmq,",open,source,messaging,broker,rabbitmq,multiprotocol",\N,",intermediary,service,feature,broker,application,technology,message oriented middleware,record owner,person,third party,system,broker status information,record holder",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.321996551,julia,",programming,language,dynamic,highperformance,computing,highlevel,julia,technical",",programming,language",",factor,factor,factor,basic fractal type,language,character,subject,subject,area,skill,area,skill,skill",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.095014197,Azure IoT Edge Dev Container,",edge,azure,iot,dev,started,development",",ai",",area,feature,technology,technology,graphic format,non production environment,musician,artist,cloud provider,topic,issue,image feature,cloud platform",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.713435844,.NET Framework SDK,",net,framework,sdk",",mage,ci",",class,component,component,equipment,open source software component,item,fabric,p6 product,topic,system,material,extension,structural metal product",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.631603655,ubuntu-upstart,",upstart,eventbased,replacement,/sbin/init,daemon,starts,processes,boot",",base,based",",service,system service,information,item,factor,company,protective clothing,name,consumer online marketplace lender,online lender,topic,concept,function",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.049553929,Azure ML,",learning,service,azure,machine",",mage,ci",",class,token element,area,factor,topic,product,resource,service,cloud provider,sector,cloud platform,industry,factor",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.886994441,IoT Edge OPC UA Client,",server,client,run,opc,ua,operations,able",",client,cli",",current related suffix unit,device,stakeholder,stakeholder,area,term,term,photosensitive material,standard,industry standard,resolution enhancement technique,vowel sequence,airline",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.57564117,Software AG API Gateway,",api,gateway",",mage,ci",",class,token element,product,company,device,network device,applicationspecific word,mass spectrometry technique,international standard,standard,commercial test kit,brand,character",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.546755791,mediawiki,",free,software,open,source,php,written,mediawiki,wiki,package",",open,source",",language,tool,program,industry,technology,technology,item,product,wiki,programming language,social medium,intangible asset,area",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.935873627,cheers,",dockercon,2019,cheer!",",ee",",activity,closed vowel,sound,sport,combination,digraph,interjection,brand,color war tradition,cheer class,laundry detergent brand,polish word,basic cheerleading fundamental",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.75542051,scratch,",building,explicitly,scratch",",mage,ci",",class,minor alloy wheel damage,structure,asset,object,service,defect,solution,damage,cosmetic damage,character,character class,imperfection",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.374051536,InterSystems IRIS for Health,",data,platform,health,intersystems,iris,healthcare",",native,alt",",industry,company,enzyme,term,structure,biometric,multi regional large vendor,industry leader,sector,sector,biochemical parameter,flower,word",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91993374,IoT Edge OPC Publisher Diagnostics,",opc,tool,diagnostic",\N,",item,photosensitive material,standard,industry standard,resolution enhancement technique,industry standard interface,object,product,resource,mask preparation step,industrial control system protocol,rapid simple purification technique,standard open datum communication",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.36393758,Azure IoT Edge Testing Utility,",edge,azure,iot,module,developers,test,debug,troubleshoot,modules",",developers,dev,developer,free,product,version,environment,feature,non-production,environments.,developers.,production,environments",",factor,factor,issue,area,area,technology,technology,factor,role,role,role,role,feature",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.491736623,docker-dev,",project,open,source,run,application,lightweight,pack,ship",",application,app",",gene,vehicle,feature,advantage,baby item,structure,factor,factor,information,information,topic,topic,item",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.561589126,express-gateway,",api,gateway,apis,microservices,express",\N,",product,store,applicationspecific word,company,device,newspaper,bee,homeopathic spagyric herb,paper,network device,remedy,international standard,standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.716427158,Oryx node-8.8,",nodejs,host,built,web,artifacts,entry,point,88",",web,host,artifacts,entry,point.,nodejs,os,ui,node,js",",technology,factor,factor,word,film,source,source,technology,technology,graphic organizer,graphic organizer,feature,feature",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.919606738,.NET Core Samples,",core,applications,sample,net,aspnet,illustrating,containerize",",application,app",",gene,term,equipment,parameter,component,solution concept,factor,information,information,topic,item,item,fabric",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.537385357,Oracle Fusion Middleware  Infrastructure,",cloud,enterprise,platform,oracle,business,digital,fusion,middleware",",platform",",structure,key aspect,nuclear reaction,technology,technology,technology,field,area,database,product,medium,process,company",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.674624625,Software AG Terracotta DB,",terracotta,db",",mage,ci",",class,token element,material,legacy system,quality index,unit,mass spectrometry technique,natural material,filter,garden substrate,porous tile,character,invertebrate gli homolog",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.435725188,swipl,",free,swiprolog,offers,comprehensive,prolog,environment",",comprehensive",",coverage,language,word,information,logic programming language,physical damage coverage,programming language,concept,term,feature,declarative language,datum,promotional information",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.37382482,.NET Framework Samples,",applications,sample,net,framework,aspnet,illustrating,containerize,wcf",",application,app",",technology,equipment,component,parameter,open source software component,factor,information,information,topic,item,item,fabric,document",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.210118882,redis,",server,data,functions,open,source,redis,keyvalue,store,structure",",open,source",",factor,device,building,service,technology,place,nosql database,word,bundle,key value store,issue,resource,topic",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.141756536,HPE Operations Bridge Agent,",micro,focus,operations,bridge,agent",",open,source,pe",",structure,prefix,person,area,intermediary,polymer,setting,factor,factor,third party,skill,material,term",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.062746846,Presidio Datasink,",presidio,datasink",",data",",area,site,community landmark,distinct neighborhood,mind base model,green city park,santa barbara historical site,historic and environmental site,handwritten entry,citi learner group course,non const method,regular namespace,half human character",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.070759057,Azure Industrial IoT OPC Publisher module,",edge,azure,iot,module,industrial,contains,opc",\N,",technology,technology,term,industry,sector,service,cloud provider,photosensitive material,image feature,cloud platform,standard,industry standard,component",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.922224262,jetty,",server,web,jetty,javaxservlet",",ai",",graphic organizer,structure,graphic format,musician,technology,man made structure,artificial structure,coastal structure,application,dynamic environment,environment,vector file,marine structure",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.007715784,Windowscamerateam Onnxconverter,",standalone,converter,convert,ml,models,onnx,format",",standalone",",non muslim country,oracle product,method,information,information,factor,factor,equipment,component,rms,product,word,property",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.411308206,orientdb,",multimodel,open,source,documents,nosql,dbms,orientdb,combines,graphs",",load,workloads,document",",factor,non relational database management system,technology,file,file,visual aid,parameter,agricultural harvester,method,power ratio,program,harvesting machine,agricultural harvesting machine",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.918553163,K8s Aad Pod Identity Mic,",kubernetes,applications,assign,aad,identities,managed,identity,controllermic",",application,app",",factor,topic,vague term,software installation service,amino acid,gene,issue,issue,factor,information,topic,theme,theme",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.26410658,Kaazing Enterprise Gateway,",scalable,applications,platform,mobile,secure,realtime,performance,robust,reactive,eventdriven",",application,app",",factor,application,technology,topic,web page,gene,structure,air pollutant,technical material,challenge,feature,feature,feature",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.36433866,perl,",programming,language,dynamic,generalpurpose,interpreted,perl,highlevel",",programming,language",",subject,topic,language,factor,factor,area,skill,area,skill,service,service,information,aspect",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.851579089,OSA CLI,",azure,preview,openshift,cli",",review,code,issue",",information,information,traditional network management tool,basic control plane function,cloud provider,datum,cloud platform,word,factor,activity,term,feature,feature",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.292456515,Azure CLI,",azure,generation,multiplatform,command,line,experience",",platform",",factor,factor,information,structure,service,cloud provider,product,cloud platform,cloud service,item,elevated surface,technology,application",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.732605132,Software AG Universal Messaging Server,",universal,messaging",",mage,ci",",class,token element,company,service,feature,studio,application,label,mass spectrometry technique,character,invertebrate gli homolog,reactive element,theme park",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.655011101,swarm,",swarm:,dockernative,clustering",",native,alt",",term,term,technique,pest,method,datum mining technique,pattern,pattern,word,sociolinguistic process variable,additive,platform,understand key file format",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.053641733,node,",applications,nodejs,platform,networking,javascriptbased,serverside",\N,",technology,structure,product,item,tool,open source project,latest web technology,elevated surface,information,order server,server side environment,chocolatey package,agile web development technology",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.107652445,Aivision Visionsamplemodule,",module,ai,vision,peabody",",vision",",graphic format,term,musician,housing association,benefit,sense,company,component,famous architect,factor,object,coal company,product",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.331084023,Azureml Base,",base,learning,azure,machine,cpu",",mage,ci",",class,token element,topic,resource,resource,product,component,service,cloud provider,cloud platform,area,factor,factor",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.116434767,IoT Edge OPC Publisher Nodeconfiguration,",opc,tool,nodes,configure,remotely",",data",",term,term,item,driving mission critical business process,resource,resource,common vendor specific instruction,service,photosensitive material,word,bundle,explant,standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.178199338,Batch Shipyard,",azure,simplify,hpc,batch,workloads",",load,workloads,document",",factor,factor,theorem prover,file,parameter,service,memory dependant server application,cloud provider,concept,polymer,cellulose derivative,issue,issue",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.670232333,Software AG Natural CE,",software,ag,natural,community,edition",",mage,ci",",factor,class,information,metal,adhesive,industry,stakeholder,product,issue,element,theme,material,concept",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.216664303,Sematext Agent - Simple Monitoring for Docker,",metrics,events,monitor",",ai",",graphic format,information,device,topic,musician,option,activity,item,item,service,special,output device,peripheral",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.304836534,An OPC Twin React based Sample UI,",sample,based,ui,contains,opc,twin,react",\N,",defect,javascript framework,parameter,photosensitive material,term,item,birth,standard,industry standard,technology,framework,resolution enhancement technique,pregnancy",,,,,,,,,,,,,,,,,,,,,,,,,,,,
